level,code,exerciseName,orderNumber,words
19,sentence_with_5_words,Пойми предложение из 5 слов из 15,7,((десять двадцать тридцать);();(ровесников охотников работников);(начертили наловили напугали);(сложных крупных новых);(роботов хищников гномиков)
20,sentence_with_5_words,Пойми предложение из 5 слов из 15,7,((пять шесть семь);();(машинистов фигуристов музыкантов);(открыли пришили узнали);(грязные красные старые);(окна стразы ноты))
21,sentence_with_5_words,Пойми предложение из 5 слов из 15,7,((двадцать тридцать сорок);();(пауков комаров червяков);(учат слышат видят);(кусачих жужжащих сонливых);(ос пчёл мух))
1,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((пять шесть семь);(бабушек дедушек девушек);(купили слепили продали);(тёте дяде папе);(красные белые желтые);(шторы пышки вилки))
2,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((десять двадцать тридцать);(белок кошек зайцев);(кидают бросают пихают);(соседу дружочку подруге);(шустрых хитрых милых);(пауков комаров червяков))
3,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((двенадцать тринадцать пятнадцать);(мальчиков девочек жителей);(чистят режут варят);(родным друзьям кротам);(вкусную свежую сытную);(картошку клубнику капусту))
4,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((восемь девять десять);(белок мишек мошек);(собирают переносят расправляют);(деткам птицам листьям);(мелкие острые мягкие);(шишки елки ветки))
5,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((двенадцать пятнадцать шестнадцать);(детей людей зверей);(подписывают выравнивают показывают);(соседям прохожим знакомым);(новые старые лучшие);(тетради дощечки добычи))
6,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((тридцать десять восемь);(крокодилов чемоданов самолётов);(находят ломают мешают);(собаке корове тарелке);(вкусные свежие ровные);(ёлки вёдра бочки))
7,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((восемь десять девять);(моряков чудаков пауков);(шьют пьют льют);(маме шляпе палке);(яркие хрупкие долгие);(слова дрова рукава))
8,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((две четыре три);(девочки бабочки лужицы);(верят пашут возят);(кошке тачке миске);(старые красные узкие);(джинсы лапы мухи))
9,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((пятнадцать семнадцать двенадцать);(китов шаров мостов);(ищут тянут бреют);(детям людям гусям);(зелёные высокие короткие);(журналы бананы вокзалы))
10,sentence_with_6_words,Пойми предложение из 6 слов из 18,8,((шесть пять сто);(дочек ручек пачек);(трут бьют шьют);(Кате Вите Насте);(жёлтые точные нужные);(вещи дачи кучи))
